PropertyID,Date,RentalIncome,Expenses
P0035,2023-06-01,25856,11606
P0035,2023-07-01,9189,3972
P0035,2023-08-01,21091,3304
P0035,2023-09-01,10704,5213
P0035,2023-10-01,9051,3975
P0035,2023-11-01,7610,5755
P0035,2023-12-01,18484,8897
P0035,2024-01-01,5735,11277
P0035,2024-02-01,12258,9479
P0035,2024-03-01,6428,8926
P0035,2024-04-01,12533,6749
P0035,2024-05-01,25675,4317
P0035,2024-06-01,29808,5374
P0035,2024-07-01,13686,5711
P0035,2024-08-01,4661,11560
P0035,2024-09-01,19836,4874
P0035,2024-10-01,29592,1707
P0035,2024-11-01,6665,3993
P0035,2024-12-01,27197,2132
P0036,2023-01-01,7083,11623
P0036,2023-02-01,24103,8623
P0036,2023-03-01,14754,3179
P0036,2023-04-01,19901,1736
P0036,2023-05-01,11446,5943
P0036,2023-06-01,27154,11232
P0036,2023-07-01,26483,10055
P0036,2023-08-01,22752,1785
P0036,2023-09-01,4148,5537
P0036,2023-10-01,26933,8621
P0036,2023-11-01,8895,6780
P0036,2023-12-01,21396,11215
P0036,2024-01-01,23169,5225
P0036,2024-02-01,20163,6076
P0036,2024-03-01,9782,7757
P0036,2024-04-01,22792,1840
P0036,2024-05-01,6817,3996
P0036,2024-06-01,26346,6799
P0036,2024-07-01,13917,9074
P0036,2024-08-01,22073,4767
P0036,2024-09-01,8406,9953
P0036,2024-10-01,21826,10097
P0036,2024-11-01,14382,5937
P0036,2024-12-01,9435,9935
P0037,2023-01-01,8107,2060
P0037,2023-02-01,16329,10285
P0037,2023-03-01,25932,3326
P0037,2023-04-01,15421,9129
P0037,2023-05-01,12325,4638
P0037,2023-06-01,11693,9764
P0037,2023-07-01,16686,9342
P0037,2023-08-01,10721,8502
P0037,2023-09-01,24609,4478
P0037,2023-10-01,11373,7407
P0037,2023-11-01,26481,7156
P0037,2023-12-01,12984,5759
P0037,2024-01-01,12286,7401
P0037,2024-02-01,29709,6417
P0037,2024-03-01,12429,4030
P0037,2024-04-01,22344,8545
P0037,2024-05-01,21432,7272
P0037,2024-06-01,19476,4029
P0037,2024-07-01,19751,4464
P0037,2024-08-01,11137,2463
P0037,2024-09-01,20920,8840
P0037,2024-10-01,27563,9467
P0037,2024-11-01,16415,10234
P0037,2024-12-01,4845,7277
P0038,2023-01-01,23420,7447
P0038,2023-02-01,6494,4219
P0038,2023-03-01,22268,5849
P0038,2023-04-01,9179,8110
P0038,2023-05-01,10430,8654
P0038,2023-06-01,17828,11645
P0038,2023-07-01,10488,6237
P0038,2023-08-01,26909,5350
P0038,2023-09-01,21073,11642
P0038,2023-10-01,25559,10148
P0038,2023-11-01,9078,11822
P0038,2023-12-01,16168,6948
P0038,2024-01-01,21563,10574
P0038,2024-02-01,10406,10091
P0038,2024-03-01,27291,10300
P0038,2024-04-01,18083,3138
P0038,2024-05-01,26055,8428
P0038,2024-06-01,14340,2882
P0038,2024-07-01,5403,10511
P0038,2024-08-01,7292,10511
P0038,2024-09-01,4419,6017
P0038,2024-10-01,23686,9357
P0038,2024-11-01,19422,11200
P0038,2024-12-01,28254,7193
P0039,2023-01-01,4767,3544
P0039,2023-02-01,18818,11831
P0039,2023-03-01,5549,11456
P0039,2023-04-01,10140,5216
P0039,2023-05-01,8481,9398
P0039,2023-06-01,10548,3793
P0039,2023-07-01,8837,9258
P0039,2023-08-01,14900,8293
P0039,2023-09-01,28022,9493
P0039,2023-10-01,26391,7042
P0039,2023-11-01,29476,7856
P0039,2023-12-01,28817,8880
P0039,2024-01-01,20052,3885
P0039,2024-02-01,18308,5768
P0039,2024-03-01,4671,1663
P0039,2024-04-01,12656,6092
P0039,2024-05-01,8795,6298
P0039,2024-06-01,26420,3855
P0039,2024-07-01,26271,9461
P0039,2024-08-01,14749,7327
P0039,2024-09-01,29121,6219
P0039,2024-10-01,4593,6339
P0039,2024-11-01,11394,11151
P0039,2024-12-01,23877,7664
P0040,2023-01-01,14636,4172
P0040,2023-02-01,24584,1516
P0040,2023-03-01,7191,1892
P0040,2023-04-01,29000,7772
P0040,2023-05-01,20955,5131
P0040,2023-06-01,10172,10812
P0040,2023-07-01,27561,9933
P0040,2023-08-01,24281,9623
P0040,2023-09-01,22663,10480
P0040,2023-10-01,27835,10406
P0040,2023-11-01,21159,8369
P0040,2023-12-01,22631,8588
P0040,2024-01-01,20462,9580
P0040,2024-02-01,11099,5426
P0040,2024-03-01,29431,8840
P0040,2024-04-01,18916,8583
P0040,2024-05-01,26614,11840
P0040,2024-06-01,13223,6440
P0040,2024-07-01,23655,4956
P0040,2024-08-01,11788,10099
P0040,2024-09-01,28034,4211
P0040,2024-10-01,15280,3168
P0040,2024-11-01,20531,7920
P0040,2024-12-01,16089,11642
P0041,2023-01-01,20749,11366
P0041,2023-02-01,8531,6830
P0041,2023-03-01,9510,10254
P0041,2023-04-01,12964,7993
P0041,2023-05-01,14759,6939
P0041,2023-06-01,18473,11265
P0041,2023-07-01,17279,8011
P0041,2023-08-01,15483,9004
P0041,2023-09-01,21630,5339
P0041,2023-10-01,28935,3876
P0041,2023-11-01,23393,10654
P0041,2023-12-01,15824,3327
P0041,2024-01-01,10979,11305
P0041,2024-02-01,13832,11908
P0041,2024-03-01,16504,10069
P0041,2024-04-01,24669,8410
P0041,2024-05-01,28945,3696
P0041,2024-06-01,24131,10343
P0041,2024-07-01,9978,7107
P0041,2024-08-01,21153,2280
P0041,2024-09-01,13908,7803
P0041,2024-10-01,18686,5483
P0041,2024-11-01,13503,10214
P0041,2024-12-01,20905,10627
P0042,2023-01-01,27953,11922
P0042,2023-02-01,16232,7284
P0042,2023-03-01,8583,7446
P0042,2023-04-01,25325,7767
P0042,2023-05-01,20377,8628
P0042,2023-06-01,15889,3961
P0042,2023-07-01,18291,2185
P0042,2023-08-01,22544,8531
P0042,2023-09-01,16258,11259
P0042,2023-10-01,25725,1538
P0042,2023-11-01,14736,6375
P0042,2023-12-01,21640,9197
P0042,2024-01-01,6196,8665
P0042,2024-02-01,19997,1801
P0042,2024-03-01,27911,7881
P0042,2024-04-01,21030,11451
P0042,2024-05-01,29173,10353
P0042,2024-06-01,24714,11060
P0042,2024-07-01,14773,8503
P0042,2024-08-01,20140,5037
P0042,2024-09-01,17057,6058
P0042,2024-10-01,26963,9974
P0042,2024-11-01,19921,11178
P0042,2024-12-01,8082,5683
P0043,2023-01-01,29036,5254
P0043,2023-02-01,5724,2876
P0043,2023-03-01,12706,10394
P0043,2023-04-01,22037,3566
P0043,2023-05-01,20406,3960
P0043,2023-06-01,9926,7751
P0043,2023-07-01,13496,8795
P0043,2023-08-01,7300,7779
P0043,2023-09-01,12553,8853
P0043,2023-10-01,7727,7772
P0043,2023-11-01,26379,10976
P0043,2023-12-01,20898,1948
P0043,2024-01-01,10019,6843
P0043,2024-02-01,14047,9533
P0043,2024-03-01,15754,4020
P0043,2024-04-01,7081,2928
P0043,2024-05-01,7967,7945
P0043,2024-06-01,18566,10614
P0043,2024-07-01,15329,3659
P0043,2024-08-01,9132,4047
P0043,2024-09-01,23363,11973
P0043,2024-10-01,23033,10005
P0043,2024-11-01,14805,4583
P0043,2024-12-01,21421,4989
P0044,2023-01-01,11604,9044
P0044,2023-02-01,19379,4134
P0044,2023-03-01,7983,3278
P0044,2023-04-01,28286,6610
P0044,2023-05-01,25573,8878
P0044,2023-06-01,21508,2197
P0044,2023-07-01,6179,11096
P0044,2023-08-01,9251,10735
P0044,2023-09-01,22313,2513
P0044,2023-10-01,20610,8821
P0044,2023-11-01,5828,9409
P0044,2023-12-01,9588,3523
P0044,2024-01-01,25350,11777
P0044,2024-02-01,9891,2580
P0044,2024-03-01,9036,4063
P0044,2024-04-01,7292,5086
P0044,2024-05-01,20087,5931
P0044,2024-06-01,27225,8143
P0044,2024-07-01,7959,1661
P0044,2024-08-01,20029,2093
P0044,2024-09-01,18226,4890
P0044,2024-10-01,9997,7854
P0044,2024-11-01,16693,2163
P0044,2024-12-01,13324,2041
P0045,2023-01-01,25817,6593
P0045,2023-02-01,17428,2367
P0045,2023-03-01,20063,11758
P0045,2023-04-01,29007,6969
P0045,2023-05-01,10256,10898
P0045,2023-06-01,14720,2669
P0045,2023-07-01,4830,3151
P0045,2023-08-01,21520,4310
P0045,2023-09-01,29051,11018
P0045,2023-10-01,17258,2519
P0045,2023-11-01,25621,11528
P0045,2023-12-01,16448,2783
P0045,2024-01-01,21043,3510
P0045,2024-02-01,28974,3233
P0045,2024-03-01,22509,3671
P0045,2024-04-01,28650,4971
P0045,2024-05-01,13028,7124
P0045,2024-06-01,29075,9829
P0045,2024-07-01,6097,6568
P0045,2024-08-01,17930,11577
P0045,2024-09-01,10397,4257
P0045,2024-10-01,24304,9686
P0045,2024-11-01,22284,4110
P0045,2024-12-01,27284,2949
P0046,2023-01-01,29122,6517
P0046,2023-02-01,20370,9499
P0046,2023-03-01,26436,11695
P0046,2023-04-01,6096,10395
P0046,2023-05-01,26788,11317
P0046,2023-06-01,23715,8962
P0046,2023-07-01,9105,4478
P0046,2023-08-01,6839,4884
P0046,2023-09-01,14851,11553
P0046,2023-10-01,17493,2185
P0046,2023-11-01,18139,9031
P0046,2023-12-01,8283,9236
P0046,2024-01-01,11710,3119
P0046,2024-02-01,17975,8368
P0046,2024-03-01,19261,2931
P0046,2024-04-01,13067,6213
P0046,2024-05-01,13557,10935
P0046,2024-06-01,8998,1662
P0046,2024-07-01,5974,4791
P0046,2024-08-01,12461,2131
P0046,2024-09-01,21289,3514
P0046,2024-10-01,13833,9396
P0046,2024-11-01,4204,2081
P0046,2024-12-01,26059,10532
P0047,2023-01-01,9347,11411
P0047,2023-02-01,6643,9517
P0047,2023-03-01,22681,2374
P0047,2023-04-01,9560,2189
P0047,2023-05-01,8000,11114
P0047,2023-06-01,18289,2171
P0047,2023-07-01,11927,2671
P0047,2023-08-01,25975,10635
P0047,2023-09-01,10342,2949
P0047,2023-10-01,15929,4039
P0047,2023-11-01,7959,7785
P0047,2023-12-01,9432,5760
P0047,2024-01-01,22745,7664
P0047,2024-02-01,24054,3253
P0047,2024-03-01,28484,3438
P0047,2024-04-01,28946,7476
P0047,2024-05-01,14123,8088
P0047,2024-06-01,29000,7804
P0047,2024-07-01,11345,9375
P0047,2024-08-01,29470,8133
P0047,2024-09-01,19352,2097
P0047,2024-10-01,23446,3836
P0047,2024-11-01,13879,2072
P0047,2024-12-01,11521,7671
P0048,2023-01-01,27481,3590
P0048,2023-02-01,17992,8066
P0048,2023-03-01,15861,6124
P0048,2023-04-01,5633,3017
P0048,2023-05-01,16485,5148
P0048,2023-06-01,19177,3037
P0048,2023-07-01,18357,4637
P0048,2023-08-01,27369,1597
P0048,2023-09-01,15407,5250
P0048,2023-10-01,12535,9674
P0048,2023-11-01,28487,6913
P0048,2023-12-01,8666,2110
P0048,2024-01-01,5727,11982
P0048,2024-02-01,5854,6555
P0048,2024-03-01,14271,3824
P0048,2024-04-01,16819,10869
P0048,2024-05-01,13283,7274
P0048,2024-06-01,10519,3249
P0048,2024-07-01,18939,2281
P0048,2024-08-01,20282,9048
P0048,2024-09-01,10823,3605
P0048,2024-10-01,24251,8693
P0048,2024-11-01,25360,3613
P0048,2024-12-01,20280,7379
P0049,2023-01-01,17565,5470
P0049,2023-02-01,14183,10759
P0049,2023-03-01,27648,3077
P0049,2023-04-01,13203,3774
P0049,2023-05-01,25253,11506
P0049,2023-06-01,27128,3926
P0049,2023-07-01,17489,7046
P0049,2023-08-01,10852,4051
P0049,2023-09-01,10411,1507
P0049,2023-10-01,28471,4055
P0049,2023-11-01,4475,6916
P0049,2023-12-01,14403,10176
P0049,2024-01-01,11239,8210
P0049,2024-02-01,25384,6154
P0049,2024-03-01,12078,7563
P0049,2024-04-01,6285,6723
P0049,2024-05-01,17521,8471
P0049,2024-06-01,23909,4322
P0049,2024-07-01,8943,8030
P0049,2024-08-01,15116,1758
P0049,2024-09-01,4282,3398
P0049,2024-10-01,8135,8129
P0049,2024-11-01,15168,11959
P0049,2024-12-01,23584,6610
P0050,2023-01-01,27551,2112
P0050,2023-02-01,18203,2187
P0050,2023-03-01,24074,10304
P0050,2023-04-01,6307,8633
P0050,2023-05-01,15205,8009
P0050,2023-06-01,9906,4091
P0050,2023-07-01,19149,8683
P0050,2023-08-01,25632,10266
P0050,2023-09-01,14102,6608
P0050,2023-10-01,23988,2169
P0050,2023-11-01,24748,8829
P0050,2023-12-01,5283,2423
P0050,2024-01-01,5125,3029
P0050,2024-02-01,12438,5211
P0050,2024-03-01,20154,9504
P0050,2024-04-01,13752,7774
P0050,2024-05-01,14592,11935
P0050,2024-06-01,7864,11631
P0050,2024-07-01,28217,8288
P0050,2024-08-01,4226,1764
P0050,2024-09-01,13587,2145
P0050,2024-10-01,20299,9044
P0050,2024-11-01,25953,4490
P0050,2024-12-01,17675,11591
P0051,2023-01-01,22888,10846
P0051,2023-02-01,4587,11513
P0051,2023-03-01,13177,5579
P0051,2023-04-01,7348,7799
P0051,2023-05-01,24215,10933
P0051,2023-06-01,28765,10672
P0051,2023-07-01,22099,7950
P0051,2023-08-01,17230,6933
P0051,2023-09-01,5098,8596
P0051,2023-10-01,22710,10587
P0051,2023-11-01,20021,7916
P0051,2023-12-01,10980,8263
P0051,2024-01-01,22058,9450
P0051,2024-02-01,13122,10415
P0051,2024-03-01,26433,2589
P0051,2024-04-01,8578,10627
P0051,2024-05-01,14487,1655
P0051,2024-06-01,29646,3458
P0051,2024-07-01,14693,7844
P0051,2024-08-01,9779,7644
P0051,2024-09-01,25447,5330
P0051,2024-10-01,13046,10331
P0051,2024-11-01,13794,8159
P0051,2024-12-01,4441,7540
P0052,2023-01-01,26309,8858
P0052,2023-02-01,8628,7870
P0052,2023-03-01,13528,2448
P0052,2023-04-01,15565,9679
P0052,2023-05-01,20013,7615
P0052,2023-06-01,20843,9068
P0052,2023-07-01,25030,1892
P0052,2023-08-01,16130,3287
P0052,2023-09-01,27758,11949
P0052,2023-10-01,21522,6241
P0052,2023-11-01,11418,7862
P0052,2023-12-01,6454,11158
P0052,2024-01-01,24058,2877
P0052,2024-02-01,19223,8201
P0052,2024-03-01,6597,1641
P0052,2024-04-01,6659,6096
P0052,2024-05-01,13031,7161
P0052,2024-06-01,10142,7126
P0052,2024-07-01,12787,11596
P0052,2024-08-01,12472,1923
P0052,2024-09-01,27383,5749
P0052,2024-10-01,18949,3250
P0052,2024-11-01,25141,3467
P0052,2024-12-01,8088,5678
P0053,2023-01-01,28173,4446
P0053,2023-02-01,13641,6894
P0053,2023-03-01,28264,6575
P0053,2023-04-01,14412,8730
P0053,2023-05-01,19432,3031
P0053,2023-06-01,17074,4490
P0053,2023-07-01,27539,5993
P0053,2023-08-01,29719,2433
P0053,2023-09-01,5460,4223
P0053,2023-10-01,14704,1785
P0053,2023-11-01,20648,8316
P0053,2023-12-01,15639,3262
P0053,2024-01-01,15240,11961
P0053,2024-02-01,4040,7327
P0053,2024-03-01,12259,2487
P0053,2024-04-01,18849,9304
P0053,2024-05-01,28173,7217
P0053,2024-06-01,23582,6874
P0053,2024-07-01,25174,8683
P0053,2024-08-01,6524,10777
P0053,2024-09-01,22863,11385
P0053,2024-10-01,25538,2278
P0053,2024-11-01,5492,2160
P0053,2024-12-01,21732,10991
P0054,2023-01-01,16132,11678
P0054,2023-02-01,11851,8656
P0054,2023-03-01,6044,8868
P0054,2023-04-01,23900,10750
P0054,2023-05-01,13168,6077
P0054,2023-06-01,21111,8968
P0054,2023-07-01,4342,2947
P0054,2023-08-01,10581,7817
P0054,2023-09-01,20910,11588
P0054,2023-10-01,16946,11765
P0054,2023-11-01,27132,1905
P0054,2023-12-01,18567,9486
P0054,2024-01-01,13765,5240
P0054,2024-02-01,16466,3346
P0054,2024-03-01,21862,2271
P0054,2024-04-01,25909,10270
P0054,2024-05-01,15093,1693
P0054,2024-06-01,6007,2685
P0054,2024-07-01,22778,11484
P0054,2024-08-01,13302,5505
P0054,2024-09-01,11429,3761
P0054,2024-10-01,24120,11628
P0054,2024-11-01,10716,6375
P0054,2024-12-01,12921,5878
P0055,2023-01-01,11815,4951
P0055,2023-02-01,28000,11832
P0055,2023-03-01,13836,4300
P0055,2023-04-01,12333,6910
P0055,2023-05-01,21839,8392
P0055,2023-06-01,9808,8296
P0055,2023-07-01,25180,6593
P0055,2023-08-01,14288,2825
P0055,2023-09-01,25360,10905
P0055,2023-10-01,21543,6150
P0055,2023-11-01,8987,6197
P0055,2023-12-01,20724,5328
P0055,2024-01-01,22352,2203
P0055,2024-02-01,16605,6982
P0055,2024-03-01,26760,3300
P0055,2024-04-01,9463,6412
P0055,2024-05-01,8648,2355
P0055,2024-06-01,6866,1682
P0055,2024-07-01,7112,7170
P0055,2024-08-01,8492,7323
P0055,2024-09-01,19114,3017
P0055,2024-10-01,20018,6502
P0055,2024-11-01,21740,11866
P0055,2024-12-01,24013,5128
P0056,2023-01-01,15431,9710
P0056,2023-02-01,15595,7632
P0056,2023-03-01,13324,8088
P0056,2023-04-01,7311,7548
P0056,2023-05-01,26630,2487
P0056,2023-06-01,7321,6115
P0056,2023-07-01,19512,9865
P0056,2023-08-01,17654,5241
P0056,2023-09-01,7052,8074
P0056,2023-10-01,4726,5260
P0056,2023-11-01,26190,3375
P0056,2023-12-01,27377,5533
P0056,2024-01-01,9443,2489
P0056,2024-02-01,7744,10111
P0056,2024-03-01,20977,3274
P0056,2024-04-01,14651,2435
P0056,2024-05-01,17395,5308
P0056,2024-06-01,20715,9422
P0056,2024-07-01,23086,7389
P0056,2024-08-01,9054,5368
P0056,2024-09-01,24584,1701
P0056,2024-10-01,22881,3342
P0056,2024-11-01,14058,11688
P0056,2024-12-01,13101,6158
P0057,2023-01-01,15381,9044
P0057,2023-02-01,11718,2270
P0057,2023-03-01,23539,3128
P0057,2023-04-01,4386,7531
P0057,2023-05-01,10439,7901
P0057,2023-06-01,17392,5508
P0057,2023-07-01,22850,3782
P0057,2023-08-01,5856,9480
P0057,2023-09-01,5998,6976
P0057,2023-10-01,13428,6169
P0057,2023-11-01,16336,10842
P0057,2023-12-01,24702,8564
P0057,2024-01-01,11446,2931
P0057,2024-02-01,9624,8961
P0057,2024-03-01,5819,2630
P0057,2024-04-01,26947,4158
P0057,2024-05-01,7500,10066
P0057,2024-06-01,6120,5520
P0057,2024-07-01,14213,4759
P0057,2024-08-01,14081,3323
P0057,2024-09-01,21858,3742
P0057,2024-10-01,17467,4743
P0057,2024-11-01,10990,6660
P0057,2024-12-01,7134,3570
P0058,2023-01-01,20743,11733
P0058,2023-02-01,20378,2641
P0058,2023-03-01,22019,5500
P0058,2023-04-01,14135,4861
P0058,2023-05-01,26967,9335
P0058,2023-06-01,15172,1506
P0058,2023-07-01,7267,8064
P0058,2023-08-01,25312,4106
P0058,2023-09-01,15411,7406
P0058,2023-10-01,20028,4773
P0058,2023-11-01,11611,2413
P0058,2023-12-01,6011,2942
P0058,2024-01-01,25930,3329
P0058,2024-02-01,12767,7968
P0058,2024-03-01,17703,2429
P0058,2024-04-01,15951,5199
P0058,2024-05-01,19845,2554
P0058,2024-06-01,19747,7244
P0058,2024-07-01,22284,11149
P0058,2024-08-01,10980,8569
P0058,2024-09-01,13591,4915
P0058,2024-10-01,4442,7718
P0058,2024-11-01,8652,9439
P0058,2024-12-01,28217,10870
P0059,2023-01-01,11597,5958
P0059,2023-02-01,10591,10949
P0059,2023-03-01,15826,11533
P0059,2023-04-01,22693,7768
P0059,2023-05-01,21294,5840
P0059,2023-06-01,24393,8128
P0059,2023-07-01,6169,3672
P0059,2023-08-01,26052,7813
P0059,2023-09-01,12315,9536
P0059,2023-10-01,27173,2285
P0059,2023-11-01,10139,7844
P0059,2023-12-01,22800,10488
P0059,2024-01-01,24538,7119
P0059,2024-02-01,5936,11848
P0059,2024-03-01,7807,8651
P0059,2024-04-01,13493,4736
P0059,2024-05-01,19848,3852
P0059,2024-06-01,5932,10056
P0059,2024-07-01,25300,6998
P0059,2024-08-01,14582,2446
P0059,2024-09-01,17865,11069
P0059,2024-10-01,21823,9230
P0059,2024-11-01,8857,1840
P0059,2024-12-01,15181,1882
P0060,2023-01-01,12491,1638
P0060,2023-02-01,4358,6431
P0060,2023-03-01,13714,4956
P0060,2023-04-01,5627,10995
P0060,2023-05-01,19996,8126
P0060,2023-06-01,9004,10826
P0060,2023-07-01,17283,8152
P0060,2023-08-01,26800,4670
P0060,2023-09-01,24219,9517
P0060,2023-10-01,6151,10929
P0060,2023-11-01,18072,8405
P0060,2023-12-01,23218,10690
P0060,2024-01-01,20212,4067
P0060,2024-02-01,5307,10348
P0060,2024-03-01,6660,11903
P0060,2024-04-01,24114,11738
P0060,2024-05-01,10207,4662
P0060,2024-06-01,5140,9958
P0060,2024-07-01,5708,5130
P0060,2024-08-01,23595,11985
P0060,2024-09-01,16021,8038
P0060,2024-10-01,20859,9184
P0060,2024-11-01,29552,2707
P0060,2024-12-01,17331,3460
P0061,2023-01-01,4557,2382
P0061,2023-02-01,8761,7367
P0061,2023-03-01,27347,8666
P0061,2023-04-01,16982,9429
P0061,2023-05-01,9347,8769
P0061,2023-06-01,28509,3954
P0061,2023-07-01,24878,3446
P0061,2023-08-01,16991,4308
P0061,2023-09-01,10642,5325
P0061,2023-10-01,7536,7568
P0061,2023-11-01,19309,5302
P0061,2023-12-01,25083,3470
P0061,2024-01-01,26190,7642
P0061,2024-02-01,23203,10594
P0061,2024-03-01,4364,5758
P0061,2024-04-01,23503,3363
P0061,2024-05-01,20499,8584
P0061,2024-06-01,12016,3884
P0061,2024-07-01,19072,5435
P0061,2024-08-01,17127,9242
P0061,2024-09-01,20165,6942
P0061,2024-10-01,6490,8480
P0061,2024-11-01,17324,10634
P0061,2024-12-01,28045,3224
P0062,2023-01-01,28566,4267
P0062,2023-02-01,5137,5617
P0062,2023-03-01,7420,7345
P0062,2023-04-01,25162,5406
P0062,2023-05-01,24021,4453
P0062,2023-06-01,26313,1776
P0062,2023-07-01,22383,2727
P0062,2023-08-01,10337,5235
P0062,2023-09-01,19906,2195
P0062,2023-10-01,29885,5652
P0062,2023-11-01,28285,8970
P0062,2023-12-01,16306,9037
P0062,2024-01-01,14503,4341
P0062,2024-02-01,8208,10233
P0062,2024-03-01,14886,2588
P0062,2024-04-01,7363,1524
P0062,2024-05-01,13764,7644
P0062,2024-06-01,26052,5736
P0062,2024-07-01,13959,9568
P0062,2024-08-01,22619,8795
P0062,2024-09-01,12392,9948
P0062,2024-10-01,24131,11933
P0062,2024-11-01,19038,4675
P0062,2024-12-01,15528,6397
P0063,2023-01-01,25421,8927
P0063,2023-02-01,12605,3514
P0063,2023-03-01,5381,2598
P0063,2023-04-01,23810,5155
P0063,2023-05-01,28322,10601
P0063,2023-06-01,4187,11707
P0063,2023-07-01,25793,3592
P0063,2023-08-01,22514,6742
P0063,2023-09-01,12549,7147
P0063,2023-10-01,9185,7276
P0063,2023-11-01,16449,9413
P0063,2023-12-01,27931,9323
P0063,2024-01-01,19717,8855
P0063,2024-02-01,10465,2997
P0063,2024-03-01,17324,11850
P0063,2024-04-01,6555,6909
P0063,2024-05-01,6951,2738
P0063,2024-06-01,29549,6227
P0063,2024-07-01,24349,7186
P0063,2024-08-01,29626,5201
P0063,2024-09-01,6780,8898
P0063,2024-10-01,21972,3868
P0063,2024-11-01,19592,7289
P0063,2024-12-01,4436,4328
P0064,2023-01-01,5556,9070
P0064,2023-02-01,17364,8980
P0064,2023-03-01,29880,1682
P0064,2023-04-01,11190,8187
P0064,2023-05-01,9565,8741
P0064,2023-06-01,19369,9151
P0064,2023-07-01,25959,3089
P0064,2023-08-01,29235,1659
P0064,2023-09-01,16145,8055
P0064,2023-10-01,20237,10703
P0064,2023-11-01,12244,8346
P0064,2023-12-01,22691,2728
P0064,2024-01-01,27610,7090
P0064,2024-02-01,27303,7085
P0064,2024-03-01,13227,7546
P0064,2024-04-01,16237,6445
P0064,2024-05-01,11927,8516
P0064,2024-06-01,18027,9258
P0064,2024-07-01,17752,6586
P0064,2024-08-01,29840,8661
P0064,2024-09-01,22268,3309
P0064,2024-10-01,7167,7852
P0064,2024-11-01,29393,7556
P0064,2024-12-01,6437,7968
P0065,2023-01-01,19275,10580
P0065,2023-02-01,26335,6776
P0065,2023-03-01,12859,9318
P0065,2023-04-01,8728,4124
P0065,2023-05-01,9738,5732
P0065,2023-06-01,9793,6023
P0065,2023-07-01,9571,10510
P0065,2023-08-01,14380,10798
P0065,2023-09-01,6224,9889
P0065,2023-10-01,19927,7591
P0065,2023-11-01,15684,10162
P0065,2023-12-01,10361,3448
P0065,2024-01-01,16091,11702
P0065,2024-02-01,15992,8594
P0065,2024-03-01,10318,5296
P0065,2024-04-01,16180,1734
P0065,2024-05-01,19372,10620
P0065,2024-06-01,23991,9543
P0065,2024-07-01,4522,7404
P0065,2024-08-01,16718,6388
P0065,2024-09-01,13821,7332
P0065,2024-10-01,16820,8622
P0065,2024-11-01,9842,2816
P0065,2024-12-01,17200,2624
P0066,2023-01-01,26005,6923
P0066,2023-02-01,19206,4087
P0066,2023-03-01,29599,7172
P0066,2023-04-01,5378,4874
P0066,2023-05-01,5519,7277
P0066,2023-06-01,11935,7593
P0066,2023-07-01,28802,6855
P0066,2023-08-01,25352,10583
P0066,2023-09-01,9574,5572
P0066,2023-10-01,17324,3757
P0066,2023-11-01,28972,11770
P0066,2023-12-01,19233,5924
P0066,2024-01-01,23621,5393
P0066,2024-02-01,6005,3516
P0066,2024-03-01,14860,11570
P0066,2024-04-01,13388,3272
P0066,2024-05-01,28737,5476
P0066,2024-06-01,22135,10467
P0066,2024-07-01,27814,8670
P0066,2024-08-01,26853,10631
P0066,2024-09-01,23604,2039
P0066,2024-10-01,18823,2961
P0066,2024-11-01,25568,10047
P0066,2024-12-01,15515,1734
P0067,2023-01-01,18562,3048
P0067,2023-02-01,11480,11788
P0067,2023-03-01,8213,11793
P0067,2023-04-01,5673,8208
P0067,2023-05-01,28366,3600
P0067,2023-06-01,15849,5248
P0067,2023-07-01,23557,3315
P0067,2023-08-01,7841,11697
P0067,2023-09-01,12016,8511
P0067,2023-10-01,8493,2174
P0067,2023-11-01,28472,10078
P0067,2023-12-01,6158,4161
P0067,2024-01-01,6064,4753
P0067,2024-02-01,25363,9203
P0067,2024-03-01,16828,10431
P0067,2024-04-01,5401,4759
P0067,2024-05-01,19193,11969
P0067,2024-06-01,16096,5423
P0067,2024-07-01,8214,4727
P0067,2024-08-01,15023,11843
P0067,2024-09-01,15867,4245
P0067,2024-10-01,26475,5366
P0067,2024-11-01,15956,7318
P0067,2024-12-01,22606,4292
P0068,2023-01-01,19493,5563
P0068,2023-02-01,21908,9724
P0068,2023-03-01,26582,5525
P0068,2023-04-01,22950,4303
P0068,2023-05-01,24093,7655
P0068,2023-06-01,17839,2219
P0068,2023-07-01,18890,8016
P0068,2023-08-01,24963,2472
P0068,2023-09-01,24102,8895
P0068,2023-10-01,24786,6052
P0068,2023-11-01,22591,5926
P0068,2023-12-01,27303,10335
P0068,2024-01-01,16903,9886
P0068,2024-02-01,12680,3704
P0068,2024-03-01,25729,4776
P0068,2024-04-01,5102,6743
P0068,2024-05-01,10614,10933
P0068,2024-06-01,12707,6723
P0068,2024-07-01,28968,2130
P0068,2024-08-01,15908,11539
P0068,2024-09-01,14847,10671
P0068,2024-10-01,16721,8183
P0068,2024-11-01,20661,1732
P0068,2024-12-01,13744,7190
P0069,2023-01-01,17401,9159
P0069,2023-02-01,14601,1525
P0069,2023-03-01,19384,8968
P0069,2023-04-01,26794,10152
P0069,2023-05-01,24148,8099
P0069,2023-06-01,17379,6602
P0069,2023-07-01,11006,4983
P0069,2023-08-01,22378,10182
P0069,2023-09-01,5072,8207
P0069,2023-10-01,4215,9105
P0069,2023-11-01,13915,11284
